label,vector_norm,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
R2L,3.620127,0.13885865,0.66978884,0.78414297,0.00408408,0.04084078,0.51459384,0.15111089,0.69020915,0.0007057,1.43e-06,0.00408408,0.0,0.00350064,0.0,0.00272272,0.00054454,0.00910354,0.00408408,0.00408408,0.00177569,0.0,0.0,0.0,0.00146747,0.00235717,0.00070427,0.0,0.00408408,0.13885865,0.66978884,0.78414297,0.00408408,0.04084078,0.51459384,0.15111089,0.69020915,0.0007057,1.43e-06,0.00408408,0.0,0.00350064,0.0,0.00272272,0.00054454,0.00910354,0.00408408,0.00408408,0.00177569,0.0,0.0,0.0,0.00146747,0.00235717,0.00070427,0.0,0.00408408,0.04625351,0.59651554,0.48482782,0.00403868,0.44696921,0.49039248,0.4319818,0.58557695,0.43240786,0.16642866,0.37517491,0.2861653,0.38356808,0.60125124,0.19179927,0.25218767,0.0599683,0.36793277,0.0795246,0.08504464,0.06038805,0.07810047,1.0,0.07118856,0.41331184,0.6846686,0.05314793,0.7239992,0.00458175,0.6683563,0.51559579,0.08159254,0.55179125,0.0988903,0.17721331,0.28140754,0.35211241,0.32876092,0.20510918,0.4480162,0.40480503,0.07555335,0.25961021,0.21111403,0.05221941,0.44046217,0.06443945,0.13156497,0.13388202,0.1123421,0.16715306,0.46689788,0.29642802,0.63433516,0.18645978,0.43411526,0.15482418,0.10471901,0.20414791,0.23449343,-0.05142152,0.56683618,0.59544843,0.31984767,0.17653655,0.12263715,0.09602431,0.56588626,0.05511517,0.22894584,0.09318966,0.06376629
Worm,3.697397,0.01660588,0.39438969,0.68914413,0.78877938,0.04151471,0.71405292,0.26154262,0.44420734,0.00081148,2.819e-05,0.0,0.0,0.0,0.00207574,0.00276765,0.00166336,0.0018163,0.00415147,0.00415147,0.00180499,0.0,0.0,0.0,0.00164227,0.00218754,0.00078329,0.0,0.00415147,0.01660588,0.39438969,0.68914413,0.78877938,0.04151471,0.71405292,0.26154262,0.44420734,0.00081148,2.819e-05,0.0,0.0,0.0,0.00207574,0.00276765,0.00166336,0.0018163,0.00415147,0.00415147,0.00180499,0.0,0.0,0.0,0.00164227,0.00218754,0.00078329,0.0,0.00415147,0.48157489,0.76559573,0.31047031,0.73935699,0.24710946,0.6136896,0.20887049,0.69237578,0.16954111,0.54402018,0.60078996,0.10290532,0.57924747,0.46085086,0.23855834,0.18919225,0.1482136,0.04392331,0.2536498,0.20481318,0.04479808,0.24698374,0.56501168,1.0,0.01516894,0.034027,0.1329131,0.20378937,0.27671391,0.13359889,0.30391914,0.35301399,0.25072536,0.03641705,0.30297625,0.48025593,0.06183665,0.00584722,0.34988308,0.02440265,0.07266265,0.06054297,0.05248269,0.19169115,0.08609821,0.19100341,0.30032513,0.09813593,0.30563566,0.3915613,0.08167884,0.19623505,0.09986499,0.47618774,0.11483328,0.63746428,0.7273162,0.55957854,0.08132131,0.1729362,0.76498908,0.16221473,0.15159014,0.08254113,0.29028526,0.45442882,0.11405762,0.21842779,0.34102026,0.53888112,0.18470649,-0.03106891
DoS,4.316575,0.70323867,0.30575594,0.54653877,0.68412894,0.03821949,0.27518037,0.0076439,0.91726786,0.0004227,4.67e-06,0.0,0.0,0.0,0.00191097,0.00254797,0.00236451,0.00226273,0.00382195,0.00382195,0.00099703,0.00063699,0.0,0.0,0.00170489,0.00241012,0.00041803,0.0,0.00382195,0.70323867,0.30575594,0.54653877,0.68412894,0.03821949,0.27518037,0.0076439,0.91726786,0.0004227,4.67e-06,0.0,0.0,0.0,0.00191097,0.00254797,0.00236451,0.00226273,0.00382195,0.00382195,0.00099703,0.00063699,0.0,0.0,0.00170489,0.00241012,0.00041803,0.0,0.00382195,0.2044062,0.26245084,0.79046655,0.87325114,0.06342127,0.57754624,0.17894383,0.00291121,0.41311288,0.69254041,0.50334245,0.6735844,0.49410069,0.62587041,0.19473404,0.48367873,0.41859663,-0.00930124,0.28149885,0.12459848,0.68222165,0.11575273,0.14820953,0.66150784,0.01839391,0.37529248,0.00340851,0.42949966,0.49833909,0.72971433,0.08974772,0.78896219,0.59660792,0.15402392,0.13097352,0.48696291,0.26137337,0.4508591,0.11991347,0.62207717,0.69462812,-0.03493039,0.3090516,0.19275185,0.34620604,0.60647482,0.77143812,0.67629033,0.26939899,0.04123238,0.22640373,0.15082581,0.17466824,0.36808389,0.26976228,0.56666136,0.29590127,0.21378562,1.0,0.28309786,0.16663191,0.46864003,0.57677609,0.40912813,0.06146651,0.24409527,0.24840258,0.23890446,-0.0213872,0.25942823,0.70659459,0.35503048
R2L,3.762266,0.62255222,0.08268272,0.53014219,0.67605281,0.04863689,0.80250877,0.05350059,0.70037127,0.00255693,1.63e-06,0.00486369,0.0,0.00416888,0.0,0.00324246,0.00064849,0.00657004,0.00486369,0.00486369,0.00380637,0.0,0.0,0.0,0.00172375,0.00235447,0.0025553,0.0,0.00486369,0.62255222,0.08268272,0.53014219,0.67605281,0.04863689,0.80250877,0.05350059,0.70037127,0.00255693,1.63e-06,0.00486369,0.0,0.00416888,0.0,0.00324246,0.00064849,0.00657004,0.00486369,0.00486369,0.00380637,0.0,0.0,0.0,0.00172375,0.00235447,0.0025553,0.0,0.00486369,0.07162225,0.58319879,0.50340778,0.01306601,0.54294235,0.47490224,0.42658937,0.59665406,0.40708405,0.18146855,0.35270908,0.28486171,0.37786457,0.61345506,0.21233959,0.29080337,0.0797068,0.3728568,0.07915599,0.09679304,0.03779125,0.08483306,1.0,0.09033493,0.37653419,0.70579773,0.04889421,0.74943119,0.01884606,0.65259188,0.487151,0.07735959,0.5771575,0.08497148,0.17654625,0.24355832,0.35194317,0.30705035,0.2470578,0.43561128,0.40012369,0.07221676,0.24025907,0.23946948,0.04912793,0.42536172,0.08909272,0.09476654,0.15564816,0.11237152,0.13854574,0.45497441,0.31409588,0.66012251,0.17947912,0.41851419,0.17624828,0.10929634,0.22969075,0.25382724,-0.06352378,0.56477308,0.61266237,0.2868953,0.14949465,0.17043084,0.08978152,0.61487913,0.11362582,0.24143508,0.09398153,0.06805916
Normal,3.095749,0.03065183,0.0,0.19310652,0.67434025,0.03065183,0.0,0.53027666,0.21762799,0.00098118,1.17e-06,0.0,0.0,0.00131365,0.0007663,0.0,0.00054969,0.00473193,0.0,0.00306518,0.0021323,0.0,0.0,0.0,0.00082189,0.00189576,0.00098001,0.00306518,0.00306518,0.03065183,0.0,0.19310652,0.67434025,0.03065183,0.0,0.53027666,0.21762799,0.00098118,1.17e-06,0.0,0.0,0.00131365,0.0007663,0.0,0.00054969,0.00473193,0.0,0.00306518,0.0021323,0.0,0.0,0.0,0.00082189,0.00189576,0.00098001,0.00306518,0.00306518,-0.44157094,-0.28631878,-0.05761926,-0.03070851,-0.09065358,-0.07863219,-0.51070589,-0.13010845,-0.13206922,-0.26790166,-0.36519539,-0.19276465,-0.41064951,-0.26523295,0.00854642,-0.61682087,-0.46784523,-0.20391369,-0.53273761,-0.14174202,-0.54749072,-0.10485003,-0.25481623,-0.38133267,-0.36530229,-0.51018214,-0.16604033,-1.0,-0.05134254,-0.25541854,-0.26669279,-0.37021449,-0.14431112,-0.01148409,-0.10596669,-0.11575921,-0.21552183,-0.32314324,-0.14869097,-0.56367552,-0.3061257,-0.24711578,-0.0140782,-0.13334262,-0.20060565,-0.10454944,-0.02848065,-0.63026917,-0.15227625,-0.05406166,-0.41608134,-0.12125368,-0.2940391,-0.05133002,-0.44729921,-0.2620708,-0.72320449,-0.17150992,-0.52650756,-0.35012203,-0.42536503,-0.28233266,-0.4524937,-0.04296518,-0.01492785,-0.3677592,-0.16761853,-0.14974448,-0.22459354,-0.33228719,-0.31499174,-0.32796216
Normal,3.043626,0.02601717,0.0,0.5359537,0.28098544,0.02601717,0.0,0.65563267,0.01821202,0.00225736,1.759e-05,0.0,0.0,0.00185837,0.00065043,0.0,0.00069379,0.00405224,0.0,0.00260172,0.00192301,0.0,0.0,0.0,0.00075628,0.00195352,0.00223978,0.00260172,0.00260172,0.02601717,0.0,0.5359537,0.28098544,0.02601717,0.0,0.65563267,0.01821202,0.00225736,1.759e-05,0.0,0.0,0.00185837,0.00065043,0.0,0.00069379,0.00405224,0.0,0.00260172,0.00192301,0.0,0.0,0.0,0.00075628,0.00195352,0.00223978,0.00260172,0.00260172,-0.44489661,-0.29858062,-0.05557205,-0.00848495,-0.0976131,-0.10169721,-0.51185805,-0.10885444,-0.12561648,-0.25881988,-0.36509702,-0.16163145,-0.39033785,-0.29997328,-0.01646375,-0.61195415,-0.46883598,-0.19749588,-0.51111358,-0.16378365,-0.53171474,-0.09797344,-0.25442988,-0.36487219,-0.37171364,-0.52445471,-0.15129049,-1.0,-0.06382049,-0.23156878,-0.22076532,-0.38006055,-0.11181912,-0.01438998,-0.08995383,-0.10681019,-0.21880789,-0.30749053,-0.11244024,-0.56330967,-0.31719071,-0.22162332,-0.02321736,-0.13455303,-0.19250156,-0.07658828,0.00337615,-0.58958697,-0.13905059,-0.08753649,-0.44458985,-0.1163551,-0.28227046,-0.03790009,-0.41256985,-0.27247211,-0.71670771,-0.19423208,-0.50704557,-0.34773183,-0.43041146,-0.25683522,-0.4290902,-0.03116149,0.00718327,-0.34264353,-0.17844383,-0.19262834,-0.22432153,-0.29708743,-0.28245211,-0.32092756
Normal,3.245092,0.06843702,0.0,0.65015161,0.30112284,0.06843702,0.0,0.32165396,0.6843701,0.00093724,8.35e-06,0.0,0.0,0.00391069,0.00171093,0.0,0.00142349,0.00945467,0.0,0.0068437,0.00208287,0.00114062,0.0,0.0,0.00102656,0.00204168,0.00092889,0.0068437,0.0068437,0.06843702,0.0,0.65015161,0.30112284,0.06843702,0.0,0.32165396,0.6843701,0.00093724,8.35e-06,0.0,0.0,0.00391069,0.00171093,0.0,0.00142349,0.00945467,0.0,0.0068437,0.00208287,0.00114062,0.0,0.0,0.00102656,0.00204168,0.00092889,0.0068437,0.0068437,-0.45241785,-0.29246005,-0.05560622,-0.01134472,-0.1033436,-0.10779172,-0.51041281,-0.1224347,-0.11369882,-0.29058233,-0.37896517,-0.20924029,-0.43934956,-0.26345247,-0.01323286,-0.65173918,-0.46749136,-0.19462179,-0.52950788,-0.16277933,-0.58243233,-0.10963647,-0.2593351,-0.41012228,-0.37847662,-0.53284431,-0.16393279,-1.0,-0.06123726,-0.29958743,-0.24232858,-0.38736475,-0.1343839,-0.00824604,-0.09643503,-0.11165117,-0.23338905,-0.35226691,-0.1532018,-0.60120416,-0.34188753,-0.25134382,-0.00648948,-0.13363995,-0.21045642,-0.11009396,0.00426774,-0.65000206,-0.15066352,-0.0730449,-0.46717897,-0.13670832,-0.3115916,-0.03882316,-0.43720931,-0.24622056,-0.75303322,-0.18471082,-0.51349896,-0.34443408,-0.45436856,-0.27551398,-0.42267802,-0.03624661,0.01495856,-0.35409701,-0.1497727,-0.19556648,-0.22140965,-0.31741279,-0.28776318,-0.33310136
Worm,4.03751,0.79209572,0.09901197,0.70133471,0.85397816,0.04125498,0.68895823,0.38779685,0.14439245,0.00314466,2.801e-05,0.0,0.0,0.0,0.00206275,0.00275033,0.00214251,0.00323411,0.0041255,0.0041255,0.00089685,0.00068758,0.0041255,0.0,0.00181805,0.00244967,0.00311664,0.0041255,0.0041255,0.79209572,0.09901197,0.70133471,0.85397816,0.04125498,0.68895823,0.38779685,0.14439245,0.00314466,2.801e-05,0.0,0.0,0.0,0.00206275,0.00275033,0.00214251,0.00323411,0.0041255,0.0041255,0.00089685,0.00068758,0.0041255,0.0,0.00181805,0.00244967,0.00311664,0.0041255,0.0041255,0.53285927,0.83571756,0.29030296,0.82648391,0.2356004,0.70045042,0.2733317,0.75752699,0.20386808,0.60196668,0.62041467,0.09203821,0.66867387,0.48321018,0.3116526,0.17511788,0.22192493,0.05040265,0.29419434,0.20528491,0.04380549,0.24267142,0.59069645,1.0,0.00166973,0.03432407,0.11386272,0.23967688,0.26280677,0.16737218,0.31480095,0.42431891,0.2808781,0.04400153,0.37655503,0.4529072,0.08399667,0.02994388,0.36208054,0.02395984,0.06576629,0.10747243,0.06344594,0.22814664,0.07899876,0.19167644,0.30710953,0.10005282,0.30158803,0.45234165,0.07316598,0.23388936,0.13400523,0.54249108,0.16069044,0.64150721,0.76759017,0.60342199,0.11300606,0.21077593,0.86034232,0.15670498,0.15702485,0.07698862,0.29794198,0.52122682,0.11395021,0.26171309,0.41393524,0.59363472,0.19416332,-0.00482563
DoS,4.273838,0.19694392,0.17506127,0.70024508,0.92636585,0.0729422,0.08753064,0.78048152,0.02188266,0.00638777,4.931e-05,0.0,0.0,0.0,0.00364711,0.00486281,0.00671068,0.00370747,0.00729422,0.00729422,0.00443996,0.0,0.0,0.0,0.00145169,0.00268406,0.00633846,0.0,0.00729422,0.19694392,0.17506127,0.70024508,0.92636585,0.0729422,0.08753064,0.78048152,0.02188266,0.00638777,4.931e-05,0.0,0.0,0.0,0.00364711,0.00486281,0.00671068,0.00370747,0.00729422,0.00729422,0.00443996,0.0,0.0,0.0,0.00145169,0.00268406,0.00633846,0.0,0.00729422,0.24660799,0.27083108,0.77180165,0.89650631,0.07389921,0.58859557,0.15270635,-0.00053434,0.39730373,0.67604047,0.51409894,0.69857419,0.47406077,0.64736253,0.19783814,0.50149274,0.40364429,0.02920851,0.28184205,0.12339111,0.67393875,0.17503917,0.16513871,0.66323793,0.03059159,0.41407228,0.03591714,0.42052492,0.46943408,0.71755606,0.09105916,0.78347325,0.58167052,0.16056642,0.1504465,0.50026554,0.23877329,0.44336519,0.09432421,0.6423769,0.72324568,0.00025048,0.3224465,0.20364219,0.39614424,0.5815199,0.75728351,0.6734857,0.2633189,0.02199694,0.21973719,0.17204657,0.14313291,0.37091506,0.30050394,0.51699632,0.25547722,0.2249026,1.0,0.29719231,0.17662443,0.4918189,0.600182,0.40542707,0.04069424,0.24466981,0.25816479,0.27983838,-0.01675526,0.2649506,0.69495785,0.35659465
R2L,3.77416,0.79864031,0.53354543,0.51341164,0.10402458,0.03355632,0.53690106,0.78521776,0.43623212,0.00253576,1.13e-06,0.00335563,0.0,0.00287626,0.0,0.00223709,0.00042057,0.00518678,0.00335563,0.00335563,0.00248025,0.0,0.0,0.0,0.00183408,0.00203591,0.00253463,0.0,0.00335563,0.79864031,0.53354543,0.51341164,0.10402458,0.03355632,0.53690106,0.78521776,0.43623212,0.00253576,1.13e-06,0.00335563,0.0,0.00287626,0.0,0.00223709,0.00042057,0.00518678,0.00335563,0.00335563,0.00248025,0.0,0.0,0.0,0.00183408,0.00203591,0.00253463,0.0,0.00335563,0.06757715,0.59896827,0.53155041,0.04050028,0.50968587,0.4826214,0.42564514,0.60082155,0.4697209,0.20867431,0.33487549,0.28096542,0.38345399,0.62967396,0.23560274,0.2627373,0.05188983,0.37774807,0.09050398,0.09217046,0.06730671,0.07412948,1.0,0.05442894,0.39291319,0.67534006,0.10002033,0.72548413,-0.01776297,0.67544633,0.45205212,0.07936576,0.56118548,0.13460781,0.18554321,0.3026512,0.35252914,0.30952299,0.2093043,0.44836333,0.40747032,0.0785577,0.26734766,0.23987308,0.04763315,0.45871821,0.08183539,0.11907002,0.17111568,0.10477837,0.16410679,0.47538131,0.29808244,0.6423735,0.16191173,0.40537056,0.14143367,0.08907896,0.25083694,0.26427948,-0.06876358,0.57330775,0.61817247,0.28517899,0.16488749,0.19135194,0.08482331,0.56751388,0.05057126,0.22649908,0.09034182,0.07944141
Worm,3.957548,0.81315166,0.06979842,0.60724628,0.81315166,0.03489921,0.46415952,0.3804014,0.71892375,0.00249543,2.37e-05,0.0,0.0,0.0,0.00174496,0.00232661,0.00151695,0.00231469,0.00348992,0.00348992,0.00151736,0.0,0.0,0.0,0.00191261,0.00226315,0.00247173,0.0,0.00348992,0.81315166,0.06979842,0.60724628,0.81315166,0.03489921,0.46415952,0.3804014,0.71892375,0.00249543,2.37e-05,0.0,0.0,0.0,0.00174496,0.00232661,0.00151695,0.00231469,0.00348992,0.00348992,0.00151736,0.0,0.0,0.0,0.00191261,0.00226315,0.00247173,0.0,0.00348992,0.50787866,0.78161901,0.30313095,0.76864821,0.22785708,0.6635378,0.23145571,0.69527739,0.18905768,0.5743016,0.62283528,0.13677052,0.64669502,0.48571959,0.28794822,0.19959739,0.17964067,0.05489386,0.24698171,0.21115178,0.03077701,0.25420895,0.58257604,1.0,0.01718432,0.05888811,0.10583594,0.24770327,0.25707754,0.15682496,0.31481662,0.37846741,0.23936702,0.08089475,0.35098413,0.44830206,0.08636177,-0.00638733,0.34745342,0.03339763,0.09276154,0.09438273,0.07731503,0.25023863,0.04548248,0.19744211,0.29311082,0.07242139,0.3060078,0.41215387,0.10790883,0.21524887,0.15040173,0.52812463,0.06254511,0.6837377,0.77201438,0.5837326,0.11345901,0.18598153,0.79725748,0.14104669,0.15471864,0.12165182,0.30437174,0.49901649,0.14983764,0.22766939,0.36447942,0.5744006,0.19569343,-0.05367366
R2L,3.549676,0.11345357,0.31700259,0.69406885,0.27028641,0.0333687,0.79751182,0.28029701,0.35704502,0.00280514,1.17e-06,0.00333687,0.0,0.00286017,0.0,0.00222458,0.00036928,0.00376871,0.00333687,0.00333687,0.00072541,0.00055614,0.00333687,0.0,0.00140345,0.001927,0.00280397,0.0,0.00333687,0.11345357,0.31700259,0.69406885,0.27028641,0.0333687,0.79751182,0.28029701,0.35704502,0.00280514,1.17e-06,0.00333687,0.0,0.00286017,0.0,0.00222458,0.00036928,0.00376871,0.00333687,0.00333687,0.00072541,0.00055614,0.00333687,0.0,0.00140345,0.001927,0.00280397,0.0,0.00333687,0.05555389,0.56784123,0.52317828,0.0466527,0.5339154,0.49602565,0.4102509,0.58504385,0.43661833,0.21110907,0.38025916,0.26438874,0.38906804,0.59477842,0.21798326,0.26010266,0.0334648,0.37802008,0.08198277,0.08011515,0.05418861,0.06548648,1.0,0.07627004,0.40234649,0.73613364,0.09092999,0.71729791,-0.01896968,0.66927594,0.47744548,0.10171267,0.52933896,0.08702311,0.18087587,0.25427261,0.34430808,0.29486963,0.22892377,0.42762625,0.40666756,0.06347515,0.24069649,0.20461352,0.05997863,0.4370769,0.10268329,0.12782267,0.18865001,0.11527926,0.13464963,0.49487108,0.29263043,0.65600514,0.21248084,0.40196636,0.12522845,0.1322726,0.23678888,0.28386191,-0.04781507,0.56089854,0.60695922,0.32069638,0.12402537,0.14024617,0.0775085,0.59139842,0.05286875,0.25976634,0.0784215,0.06642775
Normal,3.220261,0.03492285,0.0,0.50987363,0.37367448,0.03492285,0.0,0.59718072,0.67401099,0.00338443,1.33e-06,0.0,0.0,0.00199559,0.00087307,0.0,0.00093128,0.00235904,0.0,0.00349228,0.00334045,0.0,0.0,0.0,0.00109048,0.00212946,0.0033831,0.00349228,0.00349228,0.03492285,0.0,0.50987363,0.37367448,0.03492285,0.0,0.59718072,0.67401099,0.00338443,1.33e-06,0.0,0.0,0.00199559,0.00087307,0.0,0.00093128,0.00235904,0.0,0.00349228,0.00334045,0.0,0.0,0.0,0.00109048,0.00212946,0.0033831,0.00349228,0.00349228,-0.43927595,-0.3004756,-0.06659285,-0.01061429,-0.11289687,-0.07021762,-0.50698882,-0.13605525,-0.10445405,-0.28961822,-0.36197752,-0.18804154,-0.38359493,-0.26562217,-0.02076969,-0.61569035,-0.44132838,-0.20781548,-0.54428089,-0.12854107,-0.54766327,-0.10089113,-0.29355785,-0.3815811,-0.37387121,-0.52124691,-0.17296845,-1.0,-0.08892313,-0.2956109,-0.27267697,-0.36356544,-0.13172908,-0.00515769,-0.09762019,-0.09697353,-0.21635699,-0.33759731,-0.13625114,-0.57184863,-0.33395302,-0.221613,0.00988846,-0.11861499,-0.1797809,-0.09969398,-0.00828948,-0.63887072,-0.14612289,-0.07473326,-0.44326434,-0.12757659,-0.28963992,-0.04649285,-0.41615793,-0.23453817,-0.75536358,-0.20247181,-0.50063735,-0.33672023,-0.43942812,-0.28704372,-0.41903812,-0.00593516,-0.00892962,-0.3622354,-0.13794492,-0.16551664,-0.23131207,-0.31546706,-0.28872478,-0.32561889
Normal,2.938765,0.02789954,0.0,0.00836986,0.08090867,0.02789954,0.0,0.66400909,0.05021917,0.00014262,2.26e-06,0.0,0.0,0.00159426,0.00069749,0.0,0.00071795,0.00350724,0.0,0.00278995,0.00084912,0.00046499,0.0,0.0,0.00042123,0.00165567,0.00014036,0.00278995,0.00278995,0.02789954,0.0,0.00836986,0.08090867,0.02789954,0.0,0.66400909,0.05021917,0.00014262,2.26e-06,0.0,0.0,0.00159426,0.00069749,0.0,0.00071795,0.00350724,0.0,0.00278995,0.00084912,0.00046499,0.0,0.0,0.00042123,0.00165567,0.00014036,0.00278995,0.00278995,-0.44852853,-0.2646125,-0.03711807,-0.00018697,-0.10245578,-0.07600693,-0.50131881,-0.13501464,-0.13834257,-0.24271014,-0.37360001,-0.2041056,-0.38490963,-0.25031778,-0.02539754,-0.59752452,-0.4563733,-0.22418353,-0.52679485,-0.169006,-0.53264266,-0.1123415,-0.27299979,-0.38166717,-0.38163528,-0.49945679,-0.15503678,-1.0,-0.0491296,-0.27536723,-0.24715297,-0.38699034,-0.10259986,0.01453718,-0.11130205,-0.10680049,-0.21945867,-0.33000556,-0.14781928,-0.54752773,-0.31690907,-0.23455624,-0.016985,-0.11422207,-0.17475405,-0.10093826,-0.02390244,-0.61169416,-0.17841005,-0.0696514,-0.43019199,-0.1301619,-0.31783956,-0.04838964,-0.41115984,-0.24027339,-0.70524061,-0.18097992,-0.49751291,-0.31661069,-0.449325,-0.2868301,-0.43445364,-0.04221201,-0.00424419,-0.34990129,-0.16268449,-0.19574437,-0.24020536,-0.3142786,-0.28468052,-0.33743644
Normal,3.121484,0.03185238,0.0,0.22615185,0.65615892,0.03185238,0.0,0.66252941,0.16881758,0.00159716,3.89e-06,0.0,0.0,0.0013651,0.00079631,0.0,0.00061157,0.00547131,0.0,0.00318524,0.00027698,0.00053087,0.00318524,0.0,0.00087126,0.00206013,0.00159327,0.00318524,0.00318524,0.03185238,0.0,0.22615185,0.65615892,0.03185238,0.0,0.66252941,0.16881758,0.00159716,3.89e-06,0.0,0.0,0.0013651,0.00079631,0.0,0.00061157,0.00547131,0.0,0.00318524,0.00027698,0.00053087,0.00318524,0.0,0.00087126,0.00206013,0.00159327,0.00318524,0.00318524,-0.44954845,-0.28211254,-0.07900726,-0.03892033,-0.10472917,-0.06912252,-0.49812806,-0.14472976,-0.13436389,-0.27988732,-0.36531106,-0.18275921,-0.37981838,-0.26382953,-0.00826848,-0.62443078,-0.44914153,-0.18831694,-0.53339541,-0.13004936,-0.53614926,-0.10789464,-0.27816007,-0.37089428,-0.34537569,-0.50097972,-0.18031779,-1.0,-0.06935141,-0.27300429,-0.27320808,-0.39330792,-0.13451704,0.00199444,-0.10548595,-0.11412013,-0.20819753,-0.31967545,-0.15374357,-0.57059836,-0.33616778,-0.24238025,-0.00210182,-0.13291374,-0.17432766,-0.0822534,-0.01049998,-0.63359702,-0.15897363,-0.08740408,-0.44591287,-0.14481448,-0.29793131,-0.04363371,-0.41675714,-0.27110612,-0.72300071,-0.17742443,-0.49660945,-0.33307475,-0.4284707,-0.26757216,-0.42074916,-0.03020357,0.00304981,-0.35329267,-0.14678502,-0.19155246,-0.2410499,-0.30846807,-0.30828142,-0.32208318
Exploit,4.171262,0.22311372,0.63087332,0.6770348,0.84629345,0.03846788,0.01538715,0.25773484,0.25388804,0.00096952,0.00047428,0.0,0.0,0.00164862,0.0,0.00384679,0.00146691,0.00343894,0.00384679,0.00384679,0.00234152,0.0,0.0,0.0,0.00144255,0.00226507,0.00049524,0.0,0.00384679,0.22311372,0.63087332,0.6770348,0.84629345,0.03846788,0.01538715,0.25773484,0.25388804,0.00096952,0.00047428,0.0,0.0,0.00164862,0.0,0.00384679,0.00146691,0.00343894,0.00384679,0.00384679,0.00234152,0.0,0.0,0.0,0.00144255,0.00226507,0.00049524,0.0,0.00384679,0.16586162,0.36170363,0.98720837,0.69729352,1.0,0.41136745,0.23942822,0.10699071,0.12560771,0.59868068,0.57407445,0.36186087,0.43532762,0.67999387,0.4391571,0.08269833,0.2182073,0.4531498,0.1163571,0.54319656,0.22781354,0.50941098,0.07743507,0.68101472,0.54116571,0.5848574,0.15306498,0.4420222,0.06171085,0.46601245,0.14720568,0.47736713,0.31529686,0.53245354,0.83927524,0.3749108,0.00426113,0.68362868,0.37219191,0.38503054,0.18751885,0.26832384,0.42302704,0.25001168,0.05086154,0.10865221,0.18736044,0.47056973,0.43731853,0.59638858,0.51607776,0.2175152,0.22870319,0.57727349,0.2239833,0.45568949,0.59510523,0.26289004,0.36692199,0.37038296,0.31710017,0.39878365,0.03984762,0.09248026,0.11578132,0.93189162,0.24794926,0.54304898,0.1296993,0.41777506,0.34184623,0.24930914
Backdoor,4.53994,0.93479609,0.4266704,0.88049257,0.13575876,0.03878822,0.98522079,0.59345978,0.04654586,7.091e-05,0.00185474,0.0,0.0,0.0,0.0,0.00387882,0.00129294,0.00355083,0.00387882,0.00387882,0.00337289,0.0,0.0,0.0,0.00198124,0.0029416,0.00178384,0.0,0.00387882,0.93479609,0.4266704,0.88049257,0.13575876,0.03878822,0.98522079,0.59345978,0.04654586,7.091e-05,0.00185474,0.0,0.0,0.0,0.0,0.00387882,0.00129294,0.00355083,0.00387882,0.00387882,0.00337289,0.0,0.0,0.0,0.00198124,0.0029416,0.00178384,0.0,0.00387882,-0.00383133,0.04875289,0.16756214,0.05975582,0.54709023,0.63170409,0.05432342,0.10806252,0.23941919,0.47424099,0.21657424,0.57011205,0.22033562,0.14516537,0.33551276,0.18616262,0.01681902,0.68273938,0.23453134,0.06534734,0.02375627,0.07854885,0.99578857,0.26342925,0.16513008,0.54420877,0.49908021,0.90189385,0.3688468,0.10669183,0.2077814,0.30400136,0.56121397,0.28333217,0.23505485,0.34149867,0.23216698,0.43755236,0.40075719,0.41902688,0.25588623,0.01638748,0.71452928,0.7648434,0.12115789,0.46503946,0.392867,0.32080004,0.11622921,0.11395843,0.23577875,0.69710624,0.71251935,0.64364833,0.90027952,0.84450239,0.8492732,0.63642901,0.01218934,0.24702993,0.48268926,0.41088054,0.19712986,0.53345132,-0.00751325,1.0,0.2005983,0.09042564,0.28930369,0.274652,0.66690725,0.03605559
